Agency,County,Description,Image,Name,Price
Elpis Real Estate Boutique,Chandler,"Chandler, AZ 85249",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,5301 S San Sebastian Place,"$1,700,000"
Realty Executives,Chandler,"Chandler, AZ 85248",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,651 W Tonto Drive,"$1,645,000"
Bliss Realty & Investments,Chandler,"Chandler, AZ 85249",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,3371 E Sagittarius Court,"$1,595,000"
Keller Williams Arizona Realty,Cave Creek,"Cave Creek, AZ 85331",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,44030 N Cottonwood Canyon Road,"$4,995,000"
Russ Lyon Sotheby's International Realty,Cave Creek,"Cave Creek, AZ 85331",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,5723 E Yucca Road,"$4,500,000"
Hague Partners,Cave Creek,"Cave Creek, AZ 85331",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,42650 N 52nd Street,"$4,500,000"
Realty Executives,Cave Creek,"Cave Creek, AZ 85331",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,5878 E Lone Mountain Road,"$3,995,000"
Realty Executives,Cave Creek,"Cave Creek, AZ 85331",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,5100 E Cloud Road,"$3,950,000"
Long Realty Jasper Associates,Cave Creek,"Cave Creek, AZ 85331",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,6525 E Dixileta Drive,"$3,800,000"
Berkshire Hathaway Homeservices Arizona Properties,Cave Creek,"Cave Creek, AZ 85331",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,7030 E Lone Mountain Road,"$3,500,000"
Ventana Fine Properties,Cave Creek,"Cave Creek, AZ 85331",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,39332 N Old Stage Road,"$3,450,000"
Russ Lyon Sotheby's International Realty,Cave Creek,"Cave Creek, AZ 85331",,41825 N Old Stage Road,"$3,300,000"
Exp Realty,Cave Creek,"Cave Creek, AZ 85331",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,6419 E Willow Springs Lane,"$3,050,000"
Walt Danley Christie's International Real Estate,Cave Creek,"Cave Creek, AZ 85331",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,27618 N 42nd Street,"$2,995,000"
Realty Executives,Cave Creek,"Cave Creek, AZ 85331",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,38700 N Grapevine Road,"$2,950,000"
